-183.098, 78.475, 2.023,  1.765
-183.069, 78.412, 2.071,  1.798
-183.040, 78.348, 2.134,  1.831
-183.009, 78.282, 2.182,  1.864
-182.978, 78.215, 2.195,  1.897
-182.948, 78.148, 2.187,  1.930
-182.917, 78.082, 2.177,  1.963
-182.887, 78.016, 2.178,  1.996
-182.857, 77.950, 2.197,  2.029
-182.826, 77.882, 2.239,  2.062
-182.795, 77.813, 2.273,  2.095
-182.764, 77.744, 2.279,  2.128
-182.734, 77.674, 2.263,  2.161
-182.703, 77.606, 2.246,  2.194
-182.674, 77.538, 2.243,  2.227
-182.644, 77.469, 2.263,  2.260
-182.614, 77.398, 2.302,  2.293
-182.583, 77.327, 2.333,  2.326
-182.553, 77.255, 2.335,  2.359
-182.524, 77.184, 2.315,  2.392
-182.495, 77.113, 2.294,  2.425
-182.466, 77.042, 2.288,  2.458
-182.438, 76.971, 2.306,  2.491
-182.409, 76.899, 2.344,  2.524
-182.380, 76.825, 2.373,  2.557
-182.352, 76.751, 2.374,  2.590
-182.324, 76.678, 2.352,  2.623
-182.297, 76.605, 2.329,  2.656
-182.271, 76.532, 2.321,  2.689
-182.244, 76.459, 2.338,  2.722
-182.218, 76.385, 2.375,  2.755
-182.191, 76.309, 2.404,  2.788
-182.165, 76.233, 2.403,  2.821
-182.140, 76.158, 2.380,  2.854
-182.115, 76.084, 2.356,  2.887
-182.090, 76.009, 2.347,  2.920
-182.066, 75.934, 2.363,  2.953
-182.042, 75.858, 2.400,  2.986
-182.018, 75.781, 2.427,  3.019
-181.995, 75.703, 2.426,  3.052
-181.971, 75.626, 2.402,  3.085
-181.949, 75.550, 2.378,  3.118
-181.927, 75.474, 2.369,  3.151
-181.906, 75.398, 2.384,  3.184
-181.884, 75.320, 2.413,  3.217
-181.863, 75.242, 2.429,  3.250
-181.842, 75.164, 2.419,  3.283
-181.822, 75.087, 2.387,  3.316
-181.803, 75.010, 2.357,  3.349
-181.784, 74.934, 2.344,  3.382
-181.765, 74.858, 2.356,  3.415
-181.747, 74.781, 2.390,  3.448
-181.729, 74.702, 2.415,  3.481
-181.711, 74.623, 2.414,  3.514
-181.693, 74.545, 2.389,  3.547
-181.677, 74.468, 2.364,  3.580
-181.660, 74.391, 2.354,  3.613
-181.644, 74.314, 2.365,  3.646
-181.629, 74.236, 2.383,  3.679
-181.613, 74.157, 2.384,  3.712
-181.598, 74.080, 2.362,  3.745
-181.584, 74.003, 2.339,  3.778
-181.570, 73.926, 2.330,  3.811
-181.557, 73.849, 2.341,  3.844
-181.543, 73.772, 2.360,  3.877
-181.530, 73.694, 2.365,  3.910
-181.517, 73.616, 2.346,  3.943
-181.505, 73.539, 2.322,  3.976
-181.493, 73.463, 2.308,  4.009
-181.482, 73.387, 2.314,  4.042
-181.471, 73.309, 2.341,  4.075
-181.460, 73.231, 2.360,  4.108
-181.449, 73.153, 2.354,  4.141
-181.439, 73.076, 2.326,  4.174
-181.429, 73.000, 2.299,  4.207
-181.419, 72.924, 2.289,  4.240
-181.410, 72.848, 2.302,  4.273
-181.401, 72.770, 2.332,  4.306
-181.392, 72.692, 2.349,  4.339
-181.384, 72.614, 2.343,  4.372
-181.376, 72.537, 2.313,  4.405
-181.368, 72.461, 2.286,  4.438
-181.361, 72.386, 2.276,  4.471
-181.353, 72.310, 2.289,  4.504
-181.346, 72.232, 2.321,  4.537
-181.340, 72.154, 2.344,  4.570
-181.333, 72.076, 2.340,  4.603
-181.327, 71.999, 2.314,  4.636
-181.321, 71.923, 2.290,  4.669
-181.315, 71.847, 2.281,  4.702
-181.310, 71.771, 2.296,  4.735
-181.304, 71.693, 2.329,  4.768
-181.299, 71.615, 2.353,  4.801
-181.294, 71.536, 2.351,  4.834
-181.290, 71.458, 2.326,  4.867
-181.285, 71.382, 2.302,  4.900
-181.281, 71.305, 2.294,  4.933
-181.277, 71.228, 2.310,  4.966
-181.273, 71.150, 2.346,  4.999
-181.270, 71.071, 2.375,  5.032
-181.266, 70.992, 2.375,  5.065
-181.263, 70.913, 2.353,  5.098
-181.260, 70.835, 2.331,  5.131
-181.257, 70.758, 2.323,  5.164
-181.254, 70.680, 2.341,  5.197
-181.252, 70.601, 2.378,  5.230
-181.250, 70.521, 2.407,  5.263
-181.247, 70.440, 2.407,  5.296
-181.245, 70.360, 2.384,  5.329
-181.244, 70.282, 2.361,  5.362
-181.242, 70.203, 2.353,  5.395
-181.240, 70.124, 2.370,  5.428
-181.239, 70.044, 2.407,  5.461
-181.238, 69.963, 2.435,  5.494
-181.236, 69.882, 2.435,  5.527
-181.236, 69.801, 2.411,  5.560
-181.235, 69.721, 2.387,  5.593
-181.234, 69.642, 2.378,  5.626
-181.233, 69.562, 2.395,  5.659
-181.233, 69.481, 2.432,  5.692
-181.233, 69.399, 2.459,  5.725
-181.232, 69.317, 2.458,  5.758
-181.232, 69.236, 2.434,  5.791
-181.232, 69.156, 2.410,  5.824
-181.232, 69.076, 2.400,  5.857
-181.232, 68.995, 2.416,  5.890
-181.233, 68.914, 2.452,  5.923
-181.233, 68.831, 2.480,  5.956
-181.234, 68.748, 2.481,  5.989
-181.234, 68.666, 2.467,  6.022
-181.235, 68.584, 2.457,  6.055
-181.236, 68.502, 2.465,  6.088
-181.236, 68.419, 2.497,  6.121
-181.237, 68.334, 2.542,  6.154
-181.238, 68.248, 2.571,  6.187
-181.239, 68.162, 2.571,  6.220
-181.241, 68.077, 2.554,  6.253
-181.242, 67.993, 2.540,  6.286
-181.243, 67.908, 2.543,  6.319
-181.244, 67.822, 2.573,  6.352
-181.246, 67.735, 2.624,  6.385
-181.247, 67.646, 2.668,  6.418
-181.249, 67.557, 2.682,  6.451
-181.250, 67.468, 2.668,  6.484
-181.252, 67.379, 2.649,  6.517
-181.254, 67.291, 2.642,  6.550
-181.255, 67.203, 2.658,  6.583
-181.257, 67.114, 2.693,  6.616
-181.259, 67.023, 2.727,  6.649
-181.261, 66.932, 2.735,  6.682
-181.263, 66.841, 2.722,  6.715
-181.265, 66.751, 2.708,  6.748
-181.267, 66.660, 2.709,  6.781
-181.268, 66.570, 2.735,  6.814
-181.271, 66.477, 2.781,  6.847
-181.273, 66.383, 2.820,  6.880
-181.275, 66.289, 2.829,  6.913
-181.277, 66.195, 2.811,  6.946
-181.279, 66.102, 2.788,  6.979
-181.281, 66.010, 2.776,  7.012
-181.283, 65.917, 2.788,  7.045
-181.285, 65.823, 2.828,  7.078
-181.287, 65.727, 2.884,  7.111
-181.290, 65.630, 2.929,  7.144
-181.292, 65.532, 2.941,  7.177
-181.294, 65.434, 2.925,  7.210
-181.296, 65.337, 2.903,  7.243
-181.298, 65.241, 2.891,  7.276
-181.300, 65.145, 2.902,  7.309
-181.303, 65.047, 2.941,  7.342
-181.305, 64.947, 2.996,  7.375
-181.307, 64.846, 3.040,  7.408
-181.309, 64.744, 3.051,  7.441
-181.311, 64.643, 3.034,  7.474
-181.313, 64.543, 3.010,  7.507
-181.316, 64.443, 2.996,  7.540
-181.318, 64.343, 3.005,  7.573
-181.320, 64.242, 3.044,  7.606
-181.322, 64.139, 3.104,  7.639
-181.324, 64.034, 3.160,  7.672
-181.326, 63.927, 3.186,  7.705
-181.328, 63.821, 3.181,  7.738
-181.330, 63.716, 3.165,  7.771
-181.332, 63.611, 3.157,  7.804
-181.334, 63.506, 3.168,  7.837
-181.336, 63.399, 3.205,  7.870
-181.338, 63.291, 3.257,  7.903
-181.340, 63.181, 3.296,  7.936
-181.342, 63.071, 3.303,  7.969
-181.343, 62.961, 3.281,  8.002
-181.345, 62.853, 3.252,  8.035
-181.347, 62.745, 3.233,  8.068
-181.349, 62.638, 3.236,  8.101
-181.350, 62.529, 3.270,  8.134
-181.352, 62.419, 3.328,  8.167
-181.354, 62.306, 3.385,  8.200
-181.355, 62.192, 3.415,  8.233
-181.357, 62.078, 3.411,  8.266
-181.359, 61.965, 3.392,  8.299
-181.360, 61.853, 3.377,  8.332
-181.361, 61.740, 3.379,  8.365
-181.363, 61.627, 3.408,  8.398
-181.364, 61.512, 3.460,  8.431
-181.366, 61.395, 3.509,  8.464
-181.367, 61.277, 3.529,  8.497
-181.368, 61.160, 3.518,  8.530
-181.370, 61.044, 3.496,  8.563
-181.371, 60.928, 3.480,  8.596
-181.372, 60.812, 3.484,  8.629
-181.373, 60.695, 3.517,  8.662
-181.374, 60.576, 3.573,  8.695
-181.375, 60.455, 3.625,  8.728
-181.376, 60.334, 3.648,  8.761
-181.377, 60.212, 3.639,  8.794
-181.378, 60.092, 3.618,  8.827
-181.379, 59.972, 3.602,  8.860
-181.380, 59.852, 3.606,  8.893
-181.381, 59.731, 3.638,  8.926
-181.382, 59.608, 3.692,  8.959
-181.383, 59.484, 3.741,  8.992
-181.384, 59.358, 3.763,  9.025
-181.384, 59.233, 3.751,  9.058
-181.385, 59.109, 3.728,  9.091
-181.386, 58.985, 3.710,  9.124
-181.386, 58.862, 3.711,  9.157
-181.387, 58.737, 3.741,  9.190
-181.388, 58.611, 3.796,  9.223
-181.388, 58.483, 3.847,  9.256
-181.389, 58.354, 3.873,  9.289
-181.389, 58.225, 3.865,  9.322
-181.390, 58.097, 3.839,  9.355
-181.390, 57.970, 3.814,  9.388
-181.391, 57.843, 3.806,  9.421
-181.391, 57.716, 3.824,  9.454
-181.391, 57.587, 3.865,  9.487
-181.392, 57.457, 3.902,  9.520
-181.392, 57.327, 3.912,  9.553
-181.392, 57.197, 3.891,  9.586
-181.393, 57.068, 3.860,  9.619
-181.393, 56.941, 3.835,  9.652
-181.393, 56.813, 3.830,  9.685
-181.393, 56.685, 3.856,  9.718
-181.394, 56.555, 3.905,  9.751
-181.394, 56.423, 3.953,  9.784
-181.394, 56.291, 3.976,  9.817
-181.394, 56.158, 3.965,  9.850
-181.394, 56.027, 3.941,  9.883
-181.394, 55.896, 3.921,  9.916
-181.394, 55.766, 3.920,  9.949
-181.395, 55.635, 3.947,  9.982
-181.395, 55.502, 3.998, 10.015
-181.395, 55.367, 4.047, 10.048
-181.395, 55.231, 4.070, 10.081
-181.395, 55.096, 4.058, 10.114
-181.395, 54.961, 4.034, 10.147
-181.395, 54.827, 4.013, 10.180
-181.395, 54.694, 4.011, 10.213
-181.395, 54.560, 4.037, 10.246
-181.395, 54.424, 4.086, 10.279
-181.395, 54.286, 4.133, 10.312
-181.395, 54.147, 4.155, 10.345
-181.395, 54.009, 4.142, 10.378
-181.395, 53.872, 4.116, 10.411
-181.395, 53.736, 4.094, 10.444
-181.395, 53.600, 4.090, 10.477
-181.395, 53.463, 4.114, 10.510
-181.395, 53.324, 4.162, 10.543
-181.395, 53.184, 4.207, 10.576
-181.395, 53.043, 4.227, 10.609
-181.395, 52.903, 4.213, 10.642
-181.395, 52.763, 4.185, 10.675
-181.395, 52.624, 4.162, 10.708
-181.395, 52.486, 4.156, 10.741
-181.395, 52.347, 4.179, 10.774
-181.395, 52.206, 4.225, 10.807
-181.395, 52.064, 4.269, 10.840
-181.395, 51.921, 4.287, 10.873
-181.395, 51.779, 4.272, 10.906
-181.395, 51.637, 4.243, 10.939
-181.395, 51.497, 4.219, 10.972
-181.395, 51.356, 4.212, 11.005
-181.395, 51.216, 4.233, 11.038
-181.394, 51.073, 4.278, 11.071
-181.394, 50.929, 4.327, 11.104
-181.394, 50.784, 4.356, 11.137
-181.394, 50.639, 4.356, 11.170
-181.394, 50.494, 4.346, 11.203
-181.394, 50.349, 4.342, 11.236
-181.394, 50.204, 4.357, 11.269
-181.394, 50.058, 4.399, 11.302
-181.394, 49.909, 4.456, 11.335
-181.394, 49.759, 4.506, 11.368
-181.394, 49.608, 4.527, 11.401
-181.394, 49.458, 4.513, 11.434
-181.394, 49.308, 4.484, 11.467
-181.394, 49.160, 4.458, 11.500
-181.394, 49.012, 4.448, 11.533
-181.394, 48.863, 4.465, 11.566
-181.394, 48.713, 4.512, 11.599
-181.394, 48.561, 4.575, 11.632
-181.394, 48.407, 4.632, 11.665
-181.394, 48.251, 4.661, 11.698
-181.394, 48.096, 4.653, 11.731
-181.394, 47.942, 4.628, 11.764
-181.394, 47.788, 4.604, 11.797
-181.394, 47.635, 4.595, 11.830
-181.394, 47.482, 4.612, 11.863
-181.394, 47.327, 4.658, 11.896
-181.394, 47.170, 4.720, 11.929
-181.394, 47.011, 4.776, 11.962
-181.394, 46.851, 4.803, 11.995
-181.394, 46.691, 4.793, 12.028
-181.394, 46.532, 4.767, 12.061
-181.394, 46.374, 4.741, 12.094
-181.394, 46.216, 4.730, 12.127
-181.394, 46.059, 4.744, 12.160
-181.394, 45.899, 4.787, 12.193
-181.394, 45.738, 4.847, 12.226
-181.394, 45.575, 4.900, 12.259
-181.394, 45.411, 4.925, 12.292
-181.394, 45.247, 4.914, 12.325
-181.394, 45.084, 4.887, 12.358
-181.394, 44.922, 4.861, 12.391
-181.394, 44.760, 4.850, 12.424
-181.394, 44.598, 4.865, 12.457
-181.394, 44.435, 4.908, 12.490
-181.394, 44.270, 4.967, 12.523
-181.394, 44.103, 5.019, 12.556
-181.394, 43.934, 5.048, 12.589
-181.394, 43.766, 5.046, 12.622
-181.394, 43.598, 5.036, 12.655
-181.394, 43.431, 5.031, 12.688
-181.394, 43.263, 5.041, 12.721
-181.394, 43.094, 5.058, 12.754
-181.394, 42.925, 5.071, 12.787
-181.394, 42.756, 5.095, 12.820
-181.394, 42.585, 5.137, 12.853
-181.394, 42.412, 5.196, 12.886
-181.394, 42.237, 5.256, 12.919
-181.394, 42.060, 5.298, 12.952
-181.394, 41.883, 5.308, 12.985
-181.394, 41.707, 5.300, 13.018
-181.394, 41.531, 5.285, 13.051
-181.394, 41.355, 5.273, 13.084
-181.394, 41.180, 5.272, 13.117
-181.394, 41.004, 5.288, 13.150
-181.394, 40.826, 5.321, 13.183
-181.394, 40.648, 5.372, 13.216
-181.394, 40.467, 5.434, 13.249
-181.394, 40.284, 5.489, 13.282
-181.394, 40.100, 5.520, 13.315
-181.394, 39.915, 5.527, 13.348
-181.394, 39.731, 5.524, 13.381
-181.394, 39.548, 5.520, 13.414
-181.394, 39.364, 5.525, 13.447
-181.393, 39.179, 5.547, 13.480
-181.393, 38.993, 5.586, 13.513
-181.393, 38.805, 5.642, 13.546
-181.393, 38.615, 5.701, 13.579
-181.393, 38.424, 5.743, 13.612
-181.393, 38.232, 5.753, 13.645
-181.393, 38.041, 5.744, 13.678
-181.393, 37.850, 5.730, 13.711
-181.393, 37.659, 5.720, 13.744
-181.393, 37.469, 5.723, 13.777
-181.393, 37.278, 5.743, 13.810
-181.393, 37.085, 5.782, 13.843
-181.393, 36.891, 5.837, 13.876
-181.393, 36.694, 5.896, 13.909
-181.393, 36.496, 5.940, 13.942
-181.393, 36.298, 5.953, 13.975
-181.392, 36.100, 5.947, 14.008
-181.392, 35.902, 5.936, 14.041
-181.392, 35.704, 5.931, 14.074
-181.392, 35.507, 5.940, 14.107
-181.392, 35.308, 5.967, 14.140
-181.392, 35.108, 6.012, 14.173
-181.392, 34.906, 6.075, 14.206
-181.392, 34.701, 6.137, 14.239
-181.391, 34.495, 6.178, 14.272
-181.391, 34.289, 6.181, 14.305
-181.391, 34.084, 6.161, 14.338
-181.391, 33.879, 6.134, 14.371
-181.391, 33.676, 6.111, 14.404
-181.391, 33.473, 6.100, 14.437
-181.391, 33.269, 6.108, 14.470
-181.391, 33.065, 6.134, 14.503
-181.390, 32.859, 6.179, 14.536
-181.390, 32.651, 6.242, 14.569
-181.390, 32.441, 6.305, 14.602
-181.390, 32.230, 6.344, 14.635
-181.390, 32.018, 6.348, 14.668
-181.390, 31.807, 6.330, 14.701
-181.389, 31.597, 6.306, 14.734
-181.389, 31.387, 6.287, 14.767
-181.389, 31.178, 6.282, 14.800
-181.389, 30.968, 6.297, 14.833
-181.389, 30.757, 6.331, 14.866
-181.388, 30.545, 6.383, 14.899
-181.388, 30.330, 6.455, 14.932
-181.388, 30.112, 6.526, 14.965
-181.388, 29.893, 6.569, 14.998
-181.388, 29.674, 6.569, 15.031
-181.388, 29.456, 6.545, 15.064
-181.387, 29.239, 6.513, 15.097
-181.387, 29.023, 6.484, 15.130
-181.387, 28.808, 6.469, 15.163
-181.387, 28.592, 6.473, 15.196
-181.386, 28.376, 6.497, 15.229
-181.386, 28.158, 6.540, 15.262
-181.386, 27.938, 6.604, 15.295
-181.386, 27.715, 6.683, 15.328
-181.385, 27.490, 6.751, 15.361
-181.385, 27.264, 6.789, 15.394
-181.385, 27.037, 6.787, 15.427
-181.385, 26.812, 6.763, 15.460
-181.384, 26.588, 6.734, 15.493
-181.384, 26.364, 6.712, 15.526
-181.384, 26.141, 6.704, 15.559
-181.384, 25.917, 6.717, 15.592
-181.383, 25.692, 6.750, 15.625
-181.383, 25.466, 6.802, 15.658
-181.383, 25.237, 6.871, 15.691
-181.382, 25.006, 6.940, 15.724
-181.382, 24.773, 6.988, 15.757
-181.382, 24.539, 7.008, 15.790
-181.382, 24.306, 7.012, 15.823
-181.381, 24.072, 7.017, 15.856
-181.381, 23.838, 7.033, 15.889
-181.381, 23.602, 7.069, 15.922
-181.380, 23.365, 7.121, 15.955
-181.380, 23.126, 7.185, 15.988
-181.380, 22.885, 7.244, 16.021
-181.379, 22.642, 7.285, 16.054
-181.379, 22.398, 7.315, 16.087
-181.379, 22.154, 7.347, 16.120
-181.378, 21.908, 7.392, 16.153
-181.378, 21.660, 7.448, 16.186
-181.378, 21.410, 7.507, 16.219
-181.377, 21.158, 7.551, 16.252
-181.377, 20.906, 7.576, 16.285
-181.376, 20.653, 7.595, 16.318
-181.376, 20.399, 7.622, 16.351
-181.376, 20.144, 7.664, 16.384
-181.375, 19.887, 7.718, 16.417
-181.375, 19.629, 7.774, 16.450
-181.374, 19.368, 7.814, 16.483
-181.374, 19.107, 7.835, 16.516
-181.373, 18.846, 7.851, 16.549
-181.373, 18.584, 7.875, 16.582
-181.373, 18.320, 7.915, 16.615
-181.372, 18.055, 7.965, 16.648
-181.372, 17.788, 8.015, 16.681
-181.371, 17.520, 8.050, 16.714
-181.371, 17.251, 8.070, 16.747
-181.370, 16.982, 8.089, 16.780
-181.370, 16.712, 8.117, 16.813
-181.369, 16.440, 8.161, 16.846
-181.369, 16.167, 8.213, 16.879
-181.368, 15.892, 8.256, 16.912
-181.368, 15.616, 8.275, 16.945
-181.367, 15.340, 8.283, 16.978
-181.367, 15.064, 8.294, 17.011
-181.366, 14.787, 8.318, 17.044
-181.366, 14.509, 8.357, 17.077
-181.365, 14.229, 8.406, 17.110
-181.365, 13.948, 8.446, 17.143
-181.364, 13.666, 8.465, 17.176
-181.364, 13.384, 8.474, 17.209
-181.363, 13.101, 8.487, 17.242
-181.362, 12.817, 8.514, 17.275
-181.362, 12.533, 8.556, 17.308
-181.361, 12.246, 8.605, 17.341
-181.361, 11.958, 8.646, 17.374
-181.360, 11.669, 8.662, 17.407
-181.360, 11.381, 8.666, 17.440
-181.359, 11.092, 8.672, 17.473
-181.358, 10.803, 8.691, 17.506
-181.358, 10.512, 8.725, 17.539
-181.357, 10.220, 8.769, 17.572
-181.356, 9.927, 8.808, 17.605
-181.356, 9.632, 8.827, 17.638
-181.355, 9.338, 8.836, 17.671
-181.354, 9.043, 8.847, 17.704
-181.354, 8.748, 8.870, 17.737
-181.353, 8.451, 8.907, 17.770
-181.352, 8.153, 8.953, 17.803
-181.352, 7.854, 8.989, 17.836
-181.351, 7.554, 9.001, 17.869
-181.350, 7.254, 9.000, 17.902
-181.350, 6.954, 9.002, 17.935
-181.349, 6.654, 9.017, 17.968
-181.348, 6.353, 9.047, 18.001
-181.347, 6.050, 9.087, 18.034
-181.347, 5.746, 9.125, 18.067
-181.346, 5.441, 9.151, 18.100
-181.345, 5.136, 9.165, 18.133
-181.344, 4.830, 9.182, 18.166
-181.344, 4.523, 9.210, 18.199
-181.343, 4.215, 9.249, 18.232
-181.342, 3.906, 9.291, 18.265
-181.341, 3.595, 9.318, 18.298
-181.341, 3.284, 9.329, 18.331
-181.340, 2.973, 9.337, 18.364
-181.339, 2.662, 9.354, 18.397
-181.338, 2.349, 9.385, 18.430
-181.337, 2.035, 9.425, 18.463
-181.337, 1.720, 9.465, 18.496
-181.336, 1.404, 9.492, 18.529
-181.335, 1.087, 9.506, 18.562
-181.334, 0.770, 9.520, 18.595
-181.333, 0.452, 9.546, 18.628
-181.332, 0.133, 9.583, 18.661
-181.331, -0.188, 9.627, 18.694
-181.330, -0.510, 9.662, 18.727
-181.330, -0.832, 9.678, 18.760
-181.329, -1.155, 9.687, 18.793
-181.328, -1.478, 9.702, 18.826
-181.327, -1.802, 9.730, 18.859
-181.326, -2.128, 9.769, 18.892
-181.325, -2.455, 9.815, 18.925
-181.324, -2.783, 9.851, 18.958
-181.323, -3.112, 9.869, 18.991
-181.322, -3.441, 9.881, 19.024
-181.321, -3.771, 9.899, 19.057
-181.320, -4.101, 9.928, 19.090
-181.319, -4.433, 9.969, 19.123
-181.318, -4.767, 10.015, 19.156
-181.317, -5.102, 10.053, 19.189
-181.316, -5.437, 10.073, 19.222
-181.315, -5.773, 10.086, 19.255
-181.314, -6.110, 10.104, 19.288
-181.313, -6.447, 10.135, 19.321
-181.312, -6.786, 10.176, 19.354
-181.311, -7.127, 10.223, 19.387
-181.310, -7.469, 10.261, 19.420
-181.309, -7.811, 10.286, 19.453
-181.308, -8.155, 10.308, 19.486
-181.307, -8.499, 10.338, 19.519
-181.305, -8.845, 10.379, 19.552
-181.304, -9.192, 10.425, 19.585
-181.303, -9.540, 10.465, 19.618
-181.302, -9.890, 10.494, 19.651
-181.301, -10.241, 10.522, 19.684
-181.300, -10.592, 10.560, 19.717
-181.299, -10.945, 10.604, 19.750
-181.297, -11.300, 10.648, 19.783
-181.296, -11.656, 10.683, 19.816
-181.295, -12.013, 10.712, 19.849
-181.294, -12.371, 10.746, 19.882
-181.293, -12.730, 10.788, 19.915
-181.291, -13.091, 10.835, 19.948
-181.290, -13.453, 10.876, 19.981
-181.289, -13.816, 10.905, 20.014
-181.288, -14.180, 10.933, 20.047
-181.286, -14.546, 10.970, 20.080
-181.285, -14.913, 11.014, 20.113
-181.284, -15.281, 11.062, 20.146
-181.282, -15.651, 11.102, 20.179
-181.281, -16.022, 11.128, 20.212
-181.280, -16.393, 11.154, 20.245
-181.278, -16.766, 11.187, 20.278
-181.277, -17.139, 11.228, 20.311
-181.276, -17.515, 11.275, 20.344
-181.274, -17.892, 11.318, 20.377
-181.273, -18.270, 11.354, 20.410
-181.271, -18.650, 11.389, 20.443
-181.270, -19.030, 11.431, 20.476
-181.269, -19.412, 11.478, 20.509
-181.267, -19.796, 11.521, 20.542
-181.266, -20.181, 11.557, 20.575
-181.264, -20.567, 11.593, 20.608
-181.263, -20.955, 11.635, 20.641
-181.261, -21.344, 11.682, 20.674
-181.260, -21.734, 11.726, 20.707
-181.258, -22.126, 11.763, 20.740
-181.257, -22.519, 11.798, 20.773
-181.255, -22.913, 11.839, 20.806
-181.254, -23.309, 11.885, 20.839
-181.252, -23.707, 11.932, 20.872
-181.250, -24.105, 11.971, 20.905
-181.249, -24.505, 12.004, 20.938
-181.247, -24.906, 12.041, 20.971
-181.246, -25.309, 12.085, 21.004
-181.244, -25.713, 12.133, 21.037
-181.242, -26.118, 12.176, 21.070
-181.241, -26.525, 12.213, 21.103
-181.239, -26.933, 12.250, 21.136
-181.237, -27.343, 12.293, 21.169
-181.236, -27.754, 12.341, 21.202
-181.234, -28.166, 12.386, 21.235
-181.232, -28.580, 12.426, 21.268
-181.230, -28.995, 12.462, 21.301
-181.229, -29.412, 12.504, 21.334
-181.227, -29.830, 12.551, 21.367
-181.225, -30.249, 12.599, 21.400
-181.223, -30.670, 12.640, 21.433
-181.221, -31.092, 12.675, 21.466
-181.220, -31.516, 12.715, 21.499
-181.218, -31.941, 12.760, 21.532
-181.216, -32.368, 12.809, 21.565
-181.214, -32.796, 12.853, 21.598
-181.212, -33.225, 12.890, 21.631
-181.210, -33.656, 12.928, 21.664
-181.208, -34.088, 12.973, 21.697
-181.206, -34.521, 13.022, 21.730
-181.204, -34.957, 13.069, 21.763
-181.202, -35.393, 13.109, 21.796
-181.200, -35.831, 13.146, 21.829
-181.198, -36.270, 13.188, 21.862
-181.196, -36.711, 13.235, 21.895
-181.194, -37.154, 13.285, 21.928
-181.192, -37.598, 13.330, 21.961
-181.190, -38.043, 13.368, 21.994
-181.188, -38.490, 13.408, 22.027
-181.186, -38.938, 13.454, 22.060
-181.184, -39.387, 13.503, 22.093
-181.182, -39.839, 13.551, 22.126
-181.180, -40.292, 13.594, 22.159
-181.177, -40.746, 13.634, 22.192
-181.175, -41.201, 13.679, 22.225
-181.173, -41.658, 13.728, 22.258
-181.171, -42.117, 13.778, 22.291
-181.169, -42.578, 13.823, 22.324
-181.166, -43.040, 13.864, 22.357
-181.164, -43.503, 13.908, 22.390
-181.162, -43.968, 13.956, 22.423
-181.159, -44.434, 14.007, 22.456
-181.157, -44.902, 14.054, 22.489
-181.155, -45.372, 14.098, 22.522
-181.152, -45.843, 14.143, 22.555
-181.150, -46.316, 14.193, 22.588
-181.148, -46.790, 14.244, 22.621
-181.145, -47.266, 14.291, 22.654
-181.143, -47.743, 14.335, 22.687
-181.140, -48.222, 14.382, 22.720
-181.138, -48.703, 14.432, 22.753
-181.135, -49.186, 14.485, 22.786
-181.133, -49.670, 14.533, 22.819
-181.130, -50.155, 14.574, 22.852
-181.128, -50.642, 14.617, 22.885
-181.125, -51.130, 14.665, 22.918
-181.123, -51.621, 14.717, 22.951
-181.120, -52.112, 14.769, 22.984
-181.117, -52.606, 14.816, 23.017
-181.115, -53.101, 14.863, 23.050
